uses_http,LegitimacyScore,PrefixSuffix-,WebsiteTraffic,DNSRecording,PageRank,GoogleIndex,SubDomains,DomainLength,LinksPointingToPage,StatsReport,DomainRegLen,RequestURL,AbnormalURL,Symbol@,IsTyposquatting,BrandInSubdomain,UsingIP,AgeofDomain,is_phishing
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.39999999999999997,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.39999999999999997,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.49999999999999994,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.49999999999999994,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.19999999999999996,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1
1,0.2999999999999999,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1
1,0.0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0.3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1,0.49999999999999994,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1
1,0.09999999999999998,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.49999999999999994,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.39999999999999997,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.39999999999999997,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.49999999999999994,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0.5999999999999999,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
