url_length,num_dots,num_special_chars,uses_http,has_ip,has_at_symbol,has_hyphen,is_shortened,num_subdomains,is_phishing
36,1,6,1,0,0,1,0,0,1
40,1,5,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
38,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,1,0,1
44,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
42,1,5,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,1,0,1
40,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
38,1,6,1,0,0,1,0,0,1
50,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
37,1,6,1,0,0,1,0,0,1
41,1,7,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,1,0,1
46,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,1,0,1
45,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
39,1,7,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,1,0,1
43,1,6,1,0,0,1,0,0,1
44,1,5,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
39,1,7,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
44,1,7,1,0,0,1,1,0,1
47,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,1,0,1
41,1,7,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
47,1,6,1,0,0,1,1,0,1
47,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
36,1,7,1,0,0,1,1,0,1
46,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
37,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
49,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
49,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,1,0,1
44,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,7,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
49,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,1,0,1
46,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
42,1,7,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
45,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
38,1,5,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
38,1,7,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,1,0,1
45,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,1,0,1
41,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
45,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
38,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
51,1,6,1,0,0,1,0,0,1
40,1,5,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
36,1,5,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,1,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
38,1,5,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
41,1,6,1,0,0,1,1,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
33,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,1,0,1
37,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,1,0,1
45,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,1,0,1
34,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
32,1,6,1,0,0,1,1,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
38,1,7,1,0,0,1,0,0,1
44,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
40,1,7,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,5,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,1,0,1
45,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,1,0,1
49,1,6,1,0,0,1,1,0,1
46,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,1,0,1
45,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
51,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
42,1,7,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
50,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,1,0,1
43,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,1,0,1
40,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
45,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
49,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,1,0,1
43,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
38,1,6,1,0,0,1,1,0,1
46,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,1,0,1
44,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
32,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,1,0,1
44,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,7,1,0,0,1,0,0,1
43,1,7,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
44,1,7,1,0,0,1,1,0,1
37,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
38,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,1,0,1
46,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,1,0,1
47,1,6,1,0,0,1,1,0,1
46,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,1,0,1
45,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,1,0,1
48,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,1,0,1
40,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
50,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
32,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,1,0,1
43,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,1,0,1
36,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
64,2,8,1,0,0,1,0,1,1
59,2,8,1,0,0,1,0,1,1
60,2,7,1,0,0,1,0,1,1
66,2,8,1,0,0,1,0,1,1
60,2,8,1,0,0,1,0,1,1
58,2,7,1,0,0,1,0,1,1
61,2,7,1,0,0,1,0,1,1
59,2,7,1,0,0,1,1,1,1
62,2,8,1,0,0,1,0,1,1
58,2,8,1,0,0,1,0,1,1
43,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,1,0,1
37,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
60,1,7,1,0,0,1,0,0,1
57,1,7,1,0,0,1,0,0,1
57,1,7,1,0,0,1,0,0,1
59,1,7,1,0,0,1,1,0,1
59,1,9,1,0,0,1,0,0,1
54,1,7,1,0,0,1,0,0,1
70,1,7,1,0,0,1,1,0,1
72,1,7,1,0,0,1,0,0,1
60,1,7,1,0,0,1,0,0,1
64,1,7,1,0,0,1,0,0,1
53,1,9,1,0,0,1,0,0,1
55,1,7,1,0,0,1,0,0,1
62,1,8,1,0,0,1,0,0,1
63,1,8,1,0,0,1,0,0,1
51,1,8,1,0,0,1,0,0,1
53,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
53,1,7,1,0,0,1,0,0,1
54,1,7,1,0,0,1,0,0,1
53,1,7,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,1,0,1
46,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
57,1,8,1,0,0,1,1,0,1
59,1,8,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
45,1,7,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
53,1,7,1,0,0,1,0,0,1
51,1,7,1,0,0,1,1,0,1
47,1,7,1,0,0,1,0,0,1
45,1,7,1,0,0,1,0,0,1
47,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
41,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
69,1,10,1,0,0,1,1,0,1
57,1,8,1,0,0,1,0,0,1
52,1,8,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
54,1,8,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
51,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
43,1,7,1,0,0,1,0,0,1
57,1,7,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
48,1,8,1,0,0,1,1,0,1
47,1,7,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
47,1,7,1,0,0,1,1,0,1
49,1,7,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
45,1,7,1,0,0,1,1,0,1
48,1,6,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
50,1,6,1,0,0,1,0,0,1
51,1,7,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
55,1,7,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
52,1,7,1,0,0,1,0,0,1
49,1,6,1,0,0,1,0,0,1
59,1,8,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
60,1,7,1,0,0,1,0,0,1
52,1,7,1,0,0,1,0,0,1
55,1,7,1,0,0,1,0,0,1
53,1,7,1,0,0,1,0,0,1
54,1,8,1,0,0,1,0,0,1
54,1,7,1,0,0,1,0,0,1
60,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
55,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
55,1,7,1,0,0,1,0,0,1
57,1,7,1,0,0,1,0,0,1
47,1,7,1,0,0,1,0,0,1
52,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,1,0,1
55,1,7,1,0,0,1,0,0,1
54,1,6,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
51,1,6,1,0,0,1,0,0,1
55,1,7,1,0,0,1,0,0,1
51,1,7,1,0,0,1,0,0,1
55,1,7,1,0,0,1,0,0,1
52,1,7,1,0,0,1,0,0,1
54,1,7,1,0,0,1,0,0,1
54,1,6,1,0,0,1,0,0,1
51,1,7,1,0,0,1,0,0,1
47,1,7,1,0,0,1,0,0,1
56,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
47,1,7,1,0,0,1,1,0,1
55,1,7,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
54,1,7,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
54,1,7,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
54,1,7,1,0,0,1,0,0,1
49,1,7,1,0,0,1,1,0,1
43,1,7,1,0,0,1,0,0,1
47,1,7,1,0,0,1,0,0,1
47,1,7,1,0,0,1,1,0,1
55,1,7,1,0,0,1,0,0,1
53,1,7,1,0,0,1,0,0,1
45,1,7,1,0,0,1,0,0,1
51,1,7,1,0,0,1,1,0,1
48,1,7,1,0,0,1,0,0,1
53,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
48,1,8,1,0,0,1,0,0,1
51,1,7,1,0,0,1,0,0,1
53,1,7,1,0,0,1,1,0,1
54,1,7,1,0,0,1,0,0,1
51,1,7,1,0,0,1,0,0,1
51,1,7,1,0,0,1,0,0,1
45,1,7,1,0,0,1,0,0,1
47,1,7,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
49,1,7,1,0,0,1,1,0,1
48,1,7,1,0,0,1,0,0,1
56,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
53,1,7,1,0,0,1,0,0,1
51,1,7,1,0,0,1,0,0,1
49,1,8,1,0,0,1,1,0,1
57,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
